Temperature,Humidity,Moisture,Nitrogen,Phosphorus,Potassium,Soil_Type,Crop_Type,Fertilizer
20.0,43,30,19,16,34,Sandy,Maize,Ammonium Sulphate
31.3,55,42,75,14,18,Loamy,Rice,Urea
35.0,47,42,6,0,90,Black,Cotton,MOP
24.0,40,24,8,40,8,Loamy,Rice,SSP
27.5,63,44,40,42,46,Black,Maize,NPK 10-26-26
24.7,51,35,20,24,29,Sandy,Millets,Ammonium Sulphate
31.8,66,53,57,35,29,Black,Sugarcane,NPK 20-20-20
26.4,43,33,7,5,58,Black,Rice,MOP
35.7,57,61,62,37,56,Loamy,Cotton,NPK 20-20-20
29.6,45,39,31,16,21,Loamy,Tobacco,Ammonium Sulphate
28.0,48,29,11,42,14,Clayey,Ground Nuts,SSP
29.6,73,61,57,39,44,Loamy,Sugarcane,NPK 20-20-20
36.3,62,54,56,35,49,Sandy,Ground Nuts,NPK 20-20-20
29.6,45,35,82,17,17,Loamy,Wheat,Urea
33.3,13,33,6,12,70,Black,Cotton,MOP
30.1,59,54,58,46,32,Sandy,Cotton,NPK 20-20-20
23.3,44,42,38,42,60,Sandy,Ground Nuts,NPK 10-26-26
32.7,54,39,90,18,6,Red,Cotton,Urea
31.7,65,49,9,76,21,Red,Pulses,DAP
30.3,62,52,57,54,54,Loamy,Sugarcane,NPK 10-26-26
29.9,58,38,20,21,24,Black,Tobacco,Ammonium Sulphate
21.9,67,41,51,45,48,Red,Rice,NPK 10-26-26
23.2,48,37,22,18,35,Loamy,Tobacco,Ammonium Sulphate
32.1,53,37,84,0,0,Black,Rice,Urea
25.1,47,29,7,50,19,Red,Ground Nuts,SSP
27.0,49,27,16,53,16,Red,Oil Seeds,SSP
23.1,35,25,20,62,18,Sandy,Pulses,SSP
38.1,67,57,60,39,38,Red,Maize,NPK 20-20-20
32.8,56,31,57,41,51,Loamy,Tobacco,NPK 10-26-26
33.8,71,55,53,37,36,Red,Ground Nuts,NPK 20-20-20
30.0,46,36,5,51,8,Sandy,Pulses,SSP
30.7,72,51,64,40,52,Sandy,Ground Nuts,NPK 20-20-20
29.0,49,44,45,57,50,Red,Wheat,NPK 10-26-26
25.2,39,45,47,63,56,Sandy,Rice,NPK 10-26-26
35.4,64,53,63,53,32,Sandy,Tobacco,NPK 20-20-20
24.3,51,45,39,56,62,Sandy,Maize,NPK 10-26-26
33.5,48,25,15,69,16,Sandy,Oil Seeds,SSP
38.0,59,63,46,47,35,Loamy,Sugarcane,NPK 20-20-20
32.3,65,61,57,40,47,Sandy,Maize,NPK 20-20-20
34.4,53,29,5,20,78,Red,Oil Seeds,MOP
31.2,38,36,15,56,13,Sandy,Oil Seeds,SSP
31.5,33,38,7,14,74,Red,Tobacco,MOP
31.0,54,47,10,78,31,Red,Wheat,DAP
29.6,52,47,88,0,14,Clayey,Maize,Urea
31.1,60,43,29,69,12,Black,Wheat,DAP
30.7,64,59,54,53,74,Black,Wheat,NPK 10-26-26
30.5,66,54,65,33,45,Red,Maize,NPK 20-20-20
23.5,65,44,6,83,21,Loamy,Wheat,DAP
28.6,59,41,21,23,25,Loamy,Millets,Ammonium Sulphate
29.9,73,57,57,42,42,Sandy,Sugarcane,NPK 20-20-20
32.5,48,51,8,17,59,Black,Cotton,MOP
40.2,36,40,10,8,72,Red,Rice,MOP
31.8,38,33,92,27,7,Clayey,Pulses,Urea
27.1,58,44,29,85,14,Black,Wheat,DAP
32.2,49,32,7,66,16,Sandy,Pulses,SSP
31.0,64,59,57,35,34,Loamy,Millets,NPK 20-20-20
34.7,56,17,3,11,70,Clayey,Cotton,MOP
26.2,64,54,23,72,15,Black,Sugarcane,DAP
26.5,66,51,9,73,15,Sandy,Wheat,DAP
28.4,33,34,5,33,12,Sandy,Millets,SSP
27.3,58,36,44,62,47,Red,Maize,NPK 10-26-26
30.6,64,39,6,7,71,Clayey,Cotton,MOP
25.0,32,37,22,14,27,Red,Wheat,Ammonium Sulphate
25.9,44,34,11,57,4,Red,Oil Seeds,SSP
30.7,67,59,68,45,43,Red,Pulses,NPK 20-20-20
27.0,64,57,53,44,37,Sandy,Tobacco,NPK 20-20-20
20.1,47,33,7,48,11,Sandy,Rice,SSP
25.0,59,47,18,77,4,Red,Wheat,DAP
27.0,53,45,43,56,47,Sandy,Wheat,NPK 10-26-26
25.2,60,40,25,80,7,Loamy,Pulses,DAP
29.6,65,46,38,58,68,Loamy,Oil Seeds,NPK 10-26-26
24.2,56,37,19,23,30,Sandy,Pulses,Ammonium Sulphate
28.4,45,51,44,62,62,Sandy,Wheat,NPK 10-26-26
21.6,40,27,81,13,19,Black,Pulses,Urea
29.7,67,50,31,20,40,Clayey,Wheat,Ammonium Sulphate
23.7,50,43,23,26,26,Sandy,Wheat,Ammonium Sulphate
25.4,61,46,51,59,56,Sandy,Maize,NPK 10-26-26
29.2,53,36,13,17,85,Red,Wheat,MOP
27.8,39,41,78,16,11,Red,Maize,Urea
32.1,64,48,28,64,11,Loamy,Maize,DAP
27.2,30,39,107,5,9,Clayey,Maize,Urea
21.9,31,37,13,40,16,Sandy,Pulses,SSP
27.3,38,32,108,26,21,Sandy,Cotton,Urea
38.9,43,36,7,24,73,Loamy,Wheat,MOP
29.0,53,47,92,10,10,Loamy,Sugarcane,Urea
21.2,49,33,79,13,18,Red,Sugarcane,Urea
31.4,65,54,11,84,23,Red,Tobacco,DAP
17.0,52,44,22,20,23,Loamy,Maize,Ammonium Sulphate
30.3,53,33,77,22,23,Clayey,Millets,Urea
26.2,51,34,28,29,27,Sandy,Wheat,Ammonium Sulphate
33.7,69,52,66,37,46,Loamy,Cotton,NPK 20-20-20
26.4,48,33,9,53,15,Sandy,Wheat,SSP
26.7,62,44,17,71,11,Sandy,Rice,DAP
27.7,39,45,28,24,26,Sandy,Wheat,Ammonium Sulphate
36.1,71,49,14,71,27,Loamy,Maize,DAP
30.4,55,57,59,43,44,Sandy,Maize,NPK 20-20-20
30.0,66,56,52,47,29,Sandy,Sugarcane,NPK 20-20-20
33.2,59,31,92,2,3,Black,Wheat,Urea
29.3,67,40,3,76,13,Red,Millets,DAP
31.2,49,49,85,12,3,Black,Sugarcane,Urea
28.8,61,38,57,60,65,Loamy,Cotton,NPK 10-26-26
26.4,44,20,8,0,71,Loamy,Wheat,MOP
29.8,50,32,2,10,73,Loamy,Maize,MOP
32.3,71,59,65,46,39,Loamy,Cotton,NPK 20-20-20
28.0,55,42,20,19,44,Sandy,Millets,Ammonium Sulphate
34.3,51,37,9,17,48,Red,Tobacco,MOP
26.6,68,47,50,53,42,Black,Cotton,NPK 20-20-20
38.9,66,51,52,51,36,Loamy,Millets,NPK 20-20-20
30.9,66,51,10,72,8,Loamy,Maize,DAP
24.7,43,29,91,12,14,Black,Maize,Urea
31.2,65,46,17,70,21,Red,Millets,DAP
24.4,46,40,11,41,5,Red,Maize,SSP
29.8,53,50,78,17,9,Loamy,Maize,Urea
32.8,41,38,10,14,73,Sandy,Sugarcane,MOP
20.5,59,39,43,46,53,Clayey,Millets,NPK 10-26-26
38.0,53,51,49,37,37,Black,Millets,NPK 20-20-20
30.1,39,35,1,15,81,Loamy,Cotton,MOP
19.7,45,35,12,57,11,Red,Ground Nuts,SSP
33.1,36,47,7,10,63,Loamy,Wheat,MOP
32.9,56,39,8,70,25,Black,Maize,DAP
26.0,55,45,17,14,33,Sandy,Cotton,Ammonium Sulphate
29.4,63,53,53,55,47,Sandy,Rice,NPK 10-26-26
18.6,73,49,55,32,38,Sandy,Cotton,NPK 20-20-20
29.9,38,43,6,15,62,Red,Cotton,MOP
25.6,42,28,85,13,5,Black,Sugarcane,Urea
23.3,38,41,10,10,57,Black,Wheat,MOP
25.1,50,35,62,16,12,Red,Wheat,Urea
34.3,53,44,74,1,17,Loamy,Rice,Urea
25.6,59,41,24,30,14,Sandy,Tobacco,Ammonium Sulphate
29.7,52,44,44,56,51,Loamy,Cotton,NPK 10-26-26
35.0,62,57,59,37,45,Black,Maize,NPK 20-20-20
29.6,50,33,5,11,56,Sandy,Rice,MOP
37.9,67,51,63,41,43,Clayey,Sugarcane,NPK 20-20-20
30.8,43,33,13,64,13,Sandy,Oil Seeds,SSP
34.6,56,53,22,74,11,Black,Maize,DAP
34.2,56,47,90,31,8,Black,Rice,Urea
25.4,55,41,46,58,56,Sandy,Maize,NPK 10-26-26
34.5,50,34,13,52,12,Black,Cotton,SSP
21.6,41,33,7,63,15,Loamy,Pulses,SSP
22.0,29,33,15,58,11,Sandy,Pulses,SSP
32.6,67,52,23,71,26,Loamy,Wheat,DAP
22.8,26,34,8,58,7,Loamy,Oil Seeds,SSP
20.8,47,53,18,13,20,Red,Wheat,Ammonium Sulphate
31.4,64,55,39,43,69,Sandy,Maize,NPK 10-26-26
29.3,61,40,17,93,27,Black,Maize,DAP
31.5,50,50,48,47,55,Loamy,Rice,NPK 10-26-26
22.6,63,49,50,44,37,Red,Cotton,NPK 20-20-20
33.9,67,34,8,63,25,Loamy,Maize,DAP
31.6,50,38,9,0,70,Loamy,Pulses,MOP
32.0,56,59,19,73,21,Loamy,Pulses,DAP
30.1,45,40,10,19,63,Red,Cotton,MOP
27.5,58,51,49,49,47,Black,Rice,NPK 10-26-26
24.9,72,47,11,70,12,Black,Pulses,DAP
34.2,47,32,13,53,15,Loamy,Ground Nuts,SSP
33.2,58,45,22,84,29,Red,Maize,DAP
30.7,43,37,25,16,25,Sandy,Wheat,Ammonium Sulphate
28.9,67,61,59,35,40,Sandy,Sugarcane,NPK 20-20-20
25.4,41,36,85,15,18,Red,Tobacco,Urea
27.1,45,35,24,13,22,Sandy,Pulses,Ammonium Sulphate
38.3,78,56,33,48,38,Loamy,Sugarcane,NPK 20-20-20
24.8,58,59,45,27,38,Red,Cotton,NPK 20-20-20
32.9,55,31,20,23,77,Loamy,Wheat,MOP
29.9,76,45,89,14,17,Loamy,Pulses,Urea
33.5,46,29,1,24,59,Black,Maize,MOP
23.9,70,45,12,83,18,Red,Rice,DAP
28.4,47,30,10,51,4,Black,Oil Seeds,SSP
30.8,45,47,17,21,13,Sandy,Maize,Ammonium Sulphate
33.6,63,50,47,40,38,Loamy,Maize,NPK 20-20-20
24.8,42,39,80,4,14,Clayey,Maize,Urea
18.6,58,48,57,44,41,Loamy,Oil Seeds,NPK 20-20-20
29.0,53,32,4,7,84,Loamy,Cotton,MOP
29.5,61,48,89,5,16,Black,Tobacco,Urea
28.7,50,34,92,13,16,Clayey,Ground Nuts,Urea
24.5,32,30,15,52,16,Black,Oil Seeds,SSP
27.5,49,39,52,66,55,Loamy,Cotton,NPK 10-26-26
24.1,51,44,29,60,22,Black,Pulses,DAP
23.0,39,37,16,16,58,Black,Pulses,MOP
23.1,54,41,30,26,28,Red,Cotton,Ammonium Sulphate
29.1,74,53,63,41,50,Red,Tobacco,NPK 20-20-20
23.8,55,53,42,56,61,Loamy,Maize,NPK 10-26-26
28.3,62,41,93,17,16,Black,Wheat,Urea
23.5,60,40,47,43,46,Sandy,Wheat,NPK 10-26-26
30.6,55,42,14,19,21,Red,Wheat,Ammonium Sulphate
27.5,55,49,47,44,48,Red,Wheat,NPK 10-26-26
23.6,35,30,17,16,64,Loamy,Cotton,MOP
26.2,43,26,16,51,23,Loamy,Ground Nuts,SSP
29.6,41,25,21,58,26,Black,Ground Nuts,SSP
27.9,68,55,59,37,39,Loamy,Maize,NPK 20-20-20
25.1,54,43,74,23,20,Loamy,Sugarcane,Urea
28.9,46,29,11,23,26,Red,Maize,Ammonium Sulphate
28.6,54,47,19,80,9,Black,Ground Nuts,DAP
19.6,40,47,55,56,53,Sandy,Pulses,NPK 10-26-26
30.0,45,33,57,52,66,Sandy,Rice,NPK 10-26-26
32.6,49,40,37,31,18,Loamy,Tobacco,Ammonium Sulphate
30.8,62,49,52,47,39,Loamy,Tobacco,NPK 20-20-20
25.6,41,43,17,47,14,Red,Ground Nuts,SSP
23.5,47,26,11,50,5,Clayey,Ground Nuts,SSP
25.6,46,37,4,15,71,Loamy,Pulses,MOP
35.4,61,59,58,50,49,Loamy,Ground Nuts,NPK 20-20-20
24.3,49,39,10,5,61,Black,Rice,MOP
21.9,63,45,18,10,31,Clayey,Tobacco,Ammonium Sulphate
19.4,45,39,80,21,10,Clayey,Maize,Urea
32.0,64,35,41,52,34,Red,Wheat,NPK 10-26-26
30.5,73,54,64,43,40,Black,Ground Nuts,NPK 20-20-20
26.8,52,36,21,14,29,Red,Maize,Ammonium Sulphate
30.8,45,37,21,56,10,Red,Ground Nuts,SSP
27.2,40,53,27,27,30,Red,Tobacco,Ammonium Sulphate
32.2,22,25,13,10,91,Sandy,Maize,MOP
38.0,57,39,9,13,71,Sandy,Maize,MOP
31.0,45,33,1,56,1,Red,Pulses,SSP
32.1,40,34,6,9,79,Loamy,Maize,MOP
24.1,66,48,12,67,14,Loamy,Rice,DAP
28.9,37,28,6,60,5,Black,Ground Nuts,SSP
28.0,52,44,26,29,27,Sandy,Cotton,Ammonium Sulphate
32.9,72,53,68,43,33,Red,Cotton,NPK 20-20-20
27.7,36,45,0,0,61,Loamy,Maize,MOP
27.4,48,39,5,61,8,Sandy,Pulses,SSP
27.0,40,28,15,13,72,Sandy,Rice,MOP
22.0,33,41,15,53,10,Black,Oil Seeds,SSP
34.7,51,43,8,17,75,Black,Rice,MOP
23.1,57,37,87,13,14,Clayey,Maize,Urea
31.3,45,44,96,4,19,Clayey,Wheat,Urea
22.3,67,60,55,28,45,Red,Tobacco,NPK 20-20-20
31.4,40,37,19,16,82,Loamy,Rice,MOP
28.3,60,39,40,59,57,Loamy,Wheat,NPK 10-26-26
36.3,54,49,75,25,10,Clayey,Cotton,Urea
21.9,64,39,91,7,13,Clayey,Maize,Urea
33.1,38,40,80,13,3,Loamy,Rice,Urea
31.4,51,48,74,0,12,Black,Sugarcane,Urea
27.7,41,36,78,2,17,Black,Rice,Urea
25.6,50,35,45,49,56,Sandy,Maize,NPK 10-26-26
28.4,55,52,8,59,19,Clayey,Pulses,DAP
31.7,65,54,62,41,41,Loamy,Tobacco,NPK 20-20-20
27.1,56,51,45,57,46,Red,Ground Nuts,NPK 10-26-26
27.2,30,34,0,46,8,Loamy,Wheat,SSP
27.8,61,42,10,58,16,Black,Wheat,DAP
25.7,56,37,9,59,3,Clayey,Ground Nuts,SSP
23.8,40,39,0,64,11,Loamy,Pulses,SSP
23.0,49,30,24,58,18,Sandy,Pulses,SSP
27.0,49,49,49,38,56,Red,Millets,NPK 10-26-26
22.8,47,36,5,58,12,Sandy,Millets,SSP
24.9,62,45,24,85,26,Loamy,Wheat,DAP
29.3,45,30,16,12,67,Loamy,Rice,MOP
32.3,46,52,16,76,25,Red,Rice,DAP
38.2,54,30,84,13,10,Loamy,Wheat,Urea
31.7,75,58,22,70,0,Sandy,Rice,DAP
28.6,67,44,11,66,21,Red,Maize,DAP
30.9,47,55,80,19,5,Black,Pulses,Urea
26.6,62,50,55,44,46,Sandy,Sugarcane,NPK 20-20-20
30.9,63,60,56,43,34,Red,Sugarcane,NPK 20-20-20
31.4,57,39,24,20,24,Red,Maize,Ammonium Sulphate
29.1,52,48,7,15,74,Red,Rice,MOP
27.2,42,35,8,53,9,Loamy,Ground Nuts,SSP
25.8,63,43,47,62,53,Loamy,Wheat,NPK 10-26-26
31.4,57,42,0,7,77,Black,Rice,MOP
30.7,54,42,75,5,13,Loamy,Wheat,Urea
29.4,59,30,13,78,28,Loamy,Millets,DAP
32.2,68,52,60,46,48,Black,Cotton,NPK 20-20-20
30.9,66,42,47,45,55,Red,Tobacco,NPK 20-20-20
26.7,46,42,9,58,12,Loamy,Ground Nuts,SSP
31.6,58,56,56,38,40,Sandy,Maize,NPK 20-20-20
32.7,52,37,14,52,4,Red,Ground Nuts,SSP
34.6,50,40,55,57,52,Clayey,Rice,NPK 10-26-26
34.8,65,46,59,46,54,Loamy,Rice,NPK 20-20-20
26.6,37,47,26,13,27,Sandy,Oil Seeds,Ammonium Sulphate
27.3,63,41,2,78,5,Red,Pulses,DAP
25.5,64,35,59,43,33,Red,Tobacco,NPK 20-20-20
29.6,65,51,54,42,33,Red,Cotton,NPK 20-20-20
30.2,48,36,96,27,0,Loamy,Wheat,Urea
23.7,31,34,11,37,12,Red,Ground Nuts,SSP
20.4,63,30,87,9,20,Black,Cotton,Urea
26.3,70,49,49,42,37,Sandy,Cotton,NPK 20-20-20
28.5,57,49,42,47,51,Loamy,Rice,NPK 10-26-26
31.5,49,33,90,27,0,Black,Cotton,Urea
29.6,62,47,47,62,64,Sandy,Cotton,NPK 10-26-26
27.0,51,51,24,80,17,Loamy,Pulses,DAP
34.1,56,40,26,24,36,Loamy,Tobacco,Ammonium Sulphate
27.5,56,46,57,56,59,Loamy,Cotton,NPK 10-26-26
31.5,54,53,46,59,60,Black,Sugarcane,NPK 10-26-26
24.6,48,40,59,51,67,Red,Maize,NPK 10-26-26
30.5,56,30,10,6,75,Red,Ground Nuts,MOP
26.8,41,28,10,3,82,Loamy,Cotton,MOP
28.7,37,39,36,24,37,Sandy,Millets,Ammonium Sulphate
37.4,67,53,53,46,29,Sandy,Pulses,NPK 20-20-20
32.9,60,55,53,44,36,Red,Cotton,NPK 20-20-20
35.8,61,45,14,73,9,Clayey,Pulses,DAP
35.4,54,31,89,22,8,Black,Rice,Urea
21.3,53,49,29,25,26,Sandy,Tobacco,Ammonium Sulphate
26.0,55,49,15,77,8,Red,Tobacco,DAP
17.9,56,42,35,18,20,Red,Tobacco,Ammonium Sulphate
29.3,52,46,1,16,81,Red,Wheat,MOP
27.9,44,40,6,51,13,Sandy,Pulses,SSP
34.1,49,28,6,13,75,Red,Rice,MOP
26.5,59,39,19,55,8,Red,Rice,DAP
33.7,43,36,21,26,22,Loamy,Millets,Ammonium Sulphate
24.6,71,51,58,50,41,Black,Maize,NPK 20-20-20
27.3,53,42,75,25,19,Black,Wheat,Urea
29.2,44,36,23,23,22,Loamy,Millets,Ammonium Sulphate
30.5,39,39,20,28,31,Sandy,Millets,Ammonium Sulphate
24.0,54,53,54,52,49,Red,Sugarcane,NPK 10-26-26
33.7,64,44,63,52,38,Loamy,Sugarcane,NPK 20-20-20
22.4,48,29,4,54,8,Red,Pulses,SSP
25.0,61,64,51,41,28,Red,Cotton,NPK 20-20-20
27.8,50,32,32,11,44,Loamy,Maize,Ammonium Sulphate
30.3,43,47,8,11,79,Sandy,Wheat,MOP
27.8,46,38,14,18,70,Black,Rice,MOP
24.5,67,50,58,48,72,Loamy,Maize,NPK 10-26-26
33.2,62,36,11,82,23,Red,Pulses,DAP
21.4,64,34,25,17,20,Red,Millets,Ammonium Sulphate
30.7,72,56,53,42,45,Red,Maize,NPK 20-20-20
31.4,42,41,8,54,14,Red,Millets,SSP
20.3,47,27,17,45,15,Sandy,Oil Seeds,SSP
34.4,58,51,50,46,71,Black,Rice,NPK 10-26-26
26.4,54,43,18,17,21,Black,Cotton,Ammonium Sulphate
28.5,64,58,54,36,51,Red,Cotton,NPK 20-20-20
24.9,58,55,9,64,7,Clayey,Maize,DAP
27.3,44,27,3,41,21,Loamy,Millets,SSP
26.1,47,34,49,54,55,Loamy,Wheat,NPK 10-26-26
23.4,42,47,36,56,48,Loamy,Maize,NPK 10-26-26
33.8,36,35,16,13,74,Black,Rice,MOP
28.1,44,43,93,7,17,Loamy,Cotton,Urea
27.7,71,58,23,68,16,Black,Cotton,DAP
29.2,65,53,56,41,44,Sandy,Ground Nuts,NPK 20-20-20
36.7,74,55,55,49,37,Red,Sugarcane,NPK 20-20-20
27.4,68,48,74,36,47,Loamy,Maize,NPK 20-20-20
28.1,44,23,5,43,10,Loamy,Oil Seeds,SSP
27.3,55,34,20,23,33,Loamy,Maize,Ammonium Sulphate
28.2,53,34,8,15,71,Black,Wheat,MOP
31.3,57,27,24,22,41,Loamy,Rice,Ammonium Sulphate
33.8,56,40,9,3,84,Black,Pulses,MOP
30.1,42,47,45,42,46,Sandy,Rice,NPK 10-26-26
28.8,45,23,5,56,10,Sandy,Ground Nuts,SSP
26.2,32,39,10,11,65,Clayey,Maize,MOP
25.9,68,55,41,70,36,Red,Cotton,NPK 10-26-26
36.4,73,47,15,70,26,Red,Wheat,DAP
26.0,36,37,10,52,19,Sandy,Ground Nuts,SSP
30.8,62,41,35,42,57,Red,Wheat,NPK 10-26-26
26.4,54,48,84,16,3,Black,Maize,Urea
29.1,44,36,1,21,64,Black,Maize,MOP
34.9,72,56,49,41,40,Sandy,Sugarcane,NPK 20-20-20
28.5,56,36,15,48,14,Red,Oil Seeds,SSP
35.4,46,44,95,13,20,Clayey,Cotton,Urea
38.3,40,41,0,12,63,Loamy,Wheat,MOP
34.7,64,45,11,81,11,Loamy,Rice,DAP
29.3,35,25,9,54,12,Sandy,Ground Nuts,SSP
27.4,49,47,3,13,73,Red,Maize,MOP
30.2,57,40,23,72,8,Red,Cotton,DAP
27.0,54,47,55,49,54,Red,Wheat,NPK 10-26-26
34.4,56,41,54,63,44,Sandy,Maize,NPK 10-26-26
36.5,60,48,0,69,18,Black,Pulses,DAP
31.4,66,47,56,43,40,Sandy,Tobacco,NPK 20-20-20
35.2,61,41,29,79,6,Red,Rice,DAP
24.0,56,56,49,53,46,Loamy,Maize,NPK 10-26-26
34.1,33,47,11,13,68,Loamy,Wheat,MOP
33.4,48,31,16,56,23,Red,Pulses,SSP
29.2,38,37,6,49,12,Red,Pulses,SSP
26.4,52,47,60,63,72,Loamy,Maize,NPK 10-26-26
25.2,38,38,72,26,11,Black,Wheat,Urea
30.7,47,33,44,60,54,Sandy,Cotton,NPK 10-26-26
19.8,58,30,79,15,6,Black,Wheat,Urea
24.9,53,44,13,7,81,Red,Cotton,MOP
37.9,63,40,89,26,8,Sandy,Cotton,Urea
28.8,56,31,94,12,6,Sandy,Ground Nuts,Urea
25.8,67,40,11,71,21,Red,Rice,DAP
26.3,55,38,28,18,39,Loamy,Millets,Ammonium Sulphate
29.7,31,48,94,26,9,Loamy,Sugarcane,Urea
15.7,61,43,48,59,52,Red,Cotton,NPK 10-26-26
23.8,51,50,39,55,62,Black,Tobacco,NPK 10-26-26
29.0,47,26,74,8,12,Loamy,Cotton,Urea
31.4,55,46,52,65,60,Loamy,Maize,NPK 10-26-26
36.0,80,56,63,44,36,Sandy,Sugarcane,NPK 20-20-20
32.1,34,32,11,15,76,Black,Pulses,MOP
27.7,62,52,17,66,29,Loamy,Wheat,DAP
35.3,48,53,56,51,66,Loamy,Oil Seeds,NPK 10-26-26
20.7,70,43,20,68,28,Black,Maize,DAP
28.0,68,55,52,39,43,Loamy,Maize,NPK 20-20-20
26.0,53,39,45,67,45,Clayey,Oil Seeds,NPK 10-26-26
26.3,41,35,2,45,14,Red,Pulses,SSP
34.3,59,44,46,43,50,Loamy,Maize,NPK 10-26-26
27.5,59,39,42,59,57,Loamy,Rice,NPK 10-26-26
28.9,53,48,20,23,30,Sandy,Tobacco,Ammonium Sulphate
25.1,56,51,15,79,16,Clayey,Pulses,DAP
28.6,48,42,82,19,14,Loamy,Sugarcane,Urea
28.0,39,31,11,61,6,Red,Ground Nuts,SSP
31.3,56,31,95,19,18,Loamy,Sugarcane,Urea
33.0,60,50,26,77,12,Loamy,Oil Seeds,DAP
29.7,45,37,2,18,64,Loamy,Wheat,MOP
28.2,58,57,8,77,27,Red,Wheat,DAP
20.7,45,29,22,56,13,Red,Pulses,SSP
28.5,66,52,43,57,56,Clayey,Sugarcane,NPK 10-26-26
28.2,51,40,6,19,16,Black,Millets,Ammonium Sulphate
35.1,72,38,67,42,48,Red,Maize,NPK 20-20-20
26.9,47,41,43,48,54,Loamy,Cotton,NPK 10-26-26
30.7,64,63,55,40,36,Loamy,Sugarcane,NPK 20-20-20
25.9,59,43,30,24,29,Black,Maize,Ammonium Sulphate
28.3,44,38,55,49,51,Loamy,Maize,NPK 10-26-26
26.9,28,40,14,27,22,Red,Millets,Ammonium Sulphate
25.1,35,33,0,51,7,Loamy,Ground Nuts,SSP
26.6,57,57,27,70,27,Loamy,Pulses,DAP
30.9,59,52,52,37,45,Loamy,Sugarcane,NPK 20-20-20
27.2,61,44,24,25,33,Loamy,Millets,Ammonium Sulphate
28.4,36,39,16,58,21,Sandy,Millets,SSP
22.0,80,47,12,70,14,Red,Cotton,DAP
26.1,33,38,20,64,7,Red,Oil Seeds,SSP
22.0,28,35,18,49,16,Red,Sugarcane,SSP
25.7,43,39,21,26,32,Red,Cotton,Ammonium Sulphate
23.0,53,31,76,25,18,Black,Cotton,Urea
30.3,42,31,10,63,14,Loamy,Oil Seeds,SSP
28.2,53,34,80,5,23,Clayey,Millets,Urea
24.8,56,56,56,40,43,Loamy,Tobacco,NPK 20-20-20
37.5,67,52,51,43,45,Loamy,Sugarcane,NPK 20-20-20
32.7,44,46,33,26,25,Red,Wheat,Ammonium Sulphate
27.4,45,52,41,53,50,Red,Maize,NPK 10-26-26
24.1,51,37,86,2,0,Loamy,Cotton,Urea
32.2,45,38,88,6,6,Loamy,Maize,Urea
31.2,61,45,54,39,28,Red,Tobacco,NPK 20-20-20
26.9,68,60,55,36,56,Sandy,Cotton,NPK 20-20-20
25.5,54,38,48,50,68,Clayey,Rice,NPK 10-26-26
38.4,52,36,4,8,75,Sandy,Cotton,MOP
29.5,49,26,15,45,6,Sandy,Ground Nuts,SSP
25.8,55,40,16,72,26,Red,Rice,DAP
25.8,54,48,90,0,11,Loamy,Cotton,Urea
29.5,46,36,26,9,25,Black,Millets,Ammonium Sulphate
26.5,47,29,12,7,76,Loamy,Cotton,MOP
29.6,43,44,27,10,25,Red,Tobacco,Ammonium Sulphate
31.9,55,40,12,50,0,Sandy,Ground Nuts,SSP
23.7,39,31,9,52,7,Loamy,Millets,SSP
31.6,55,53,68,39,34,Loamy,Sugarcane,NPK 20-20-20
22.3,46,34,8,20,69,Black,Wheat,MOP
23.9,52,48,48,49,53,Loamy,Rice,NPK 10-26-26
37.1,55,38,9,22,81,Loamy,Oil Seeds,MOP
36.6,41,31,6,15,65,Red,Sugarcane,MOP
26.6,56,29,2,56,12,Sandy,Ground Nuts,SSP
21.8,65,46,56,45,56,Loamy,Sugarcane,NPK 10-26-26
29.7,59,52,49,59,51,Sandy,Oil Seeds,NPK 10-26-26
32.9,72,49,57,40,44,Red,Tobacco,NPK 20-20-20
18.6,52,32,1,18,82,Loamy,Wheat,MOP
27.7,52,34,52,55,52,Loamy,Cotton,NPK 10-26-26
25.0,55,38,46,53,58,Black,Maize,NPK 10-26-26
26.2,46,47,50,57,45,Sandy,Ground Nuts,NPK 10-26-26
29.9,56,39,92,11,11,Black,Wheat,Urea
25.9,36,28,15,49,3,Sandy,Oil Seeds,SSP
28.2,47,30,4,50,18,Clayey,Maize,SSP
28.1,53,46,13,78,19,Black,Pulses,DAP
27.6,41,34,12,7,66,Clayey,Oil Seeds,MOP
27.2,55,55,17,78,26,Red,Pulses,DAP
31.5,48,32,15,20,33,Red,Maize,Ammonium Sulphate
34.3,54,52,51,58,54,Red,Rice,NPK 10-26-26
32.7,61,40,6,75,16,Loamy,Wheat,DAP
30.8,49,40,85,29,13,Clayey,Maize,Urea
38.5,62,51,12,71,25,Black,Rice,DAP
34.6,58,32,54,58,52,Red,Maize,NPK 10-26-26
27.0,36,37,18,56,8,Red,Pulses,SSP
33.8,43,32,7,43,32,Sandy,Cotton,Ammonium Sulphate
33.3,68,59,46,39,46,Sandy,Sugarcane,NPK 20-20-20
28.5,43,33,77,4,21,Loamy,Ground Nuts,Urea
30.1,36,40,0,45,2,Red,Sugarcane,SSP
23.4,62,52,17,73,26,Black,Rice,DAP
30.4,64,43,93,2,24,Clayey,Cotton,Urea
34.8,38,35,10,5,84,Loamy,Millets,MOP
26.3,60,50,61,47,37,Red,Sugarcane,NPK 20-20-20
33.0,61,45,31,76,16,Red,Rice,DAP
